"x","y","first_image","second_image","rad","delay1","delay2","delay3","delay4","delay5"
180,537,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
129,537,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
129,588,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
129,639,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
180,639,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
180,588,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
231,588,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
282,588,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
231,537,"Scene45_CON.png","Scene45_SEM.png",43.5,3000,4000,0,1000,2000
690,384,"Scene46_CON.png","Scene46_SEM.png",43.5,3000,4000,0,1000,2000
741,384,"Scene46_CON.png","Scene46_SEM.png",43.5,3000,4000,0,1000,2000
792,384,"Scene46_CON.png","Scene46_SEM.png",43.5,3000,4000,0,1000,2000
741,486,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,486,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
843,486,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
843,435,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
843,384,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
843,333,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
843,282,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,231,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,282,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,333,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,384,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
741,435,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
792,435,"Scene47_CON.png","Scene47_SEM.png",43.5,3000,4000,0,1000,2000
537,537,"Scene48_CON.png","Scene48_SEM.png",43.5,3000,4000,0,1000,2000
588,486,"Scene48_CON.png","Scene48_SEM.png",43.5,3000,4000,0,1000,2000
537,435,"Scene48_CON.png","Scene48_SEM.png",43.5,3000,4000,0,1000,2000
537,486,"Scene48_CON.png","Scene48_SEM.png",43.5,3000,4000,0,1000,2000
588,537,"Scene48_CON.png","Scene48_SEM.png",43.5,3000,4000,0,1000,2000
333,588,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
282,537,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
282,486,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
333,486,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
384,486,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
333,537,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
384,537,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
384,588,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
333,639,"Scene49_CON.png","Scene49_SEM.png",43.5,3000,4000,0,1000,2000
27,690,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,690,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,690,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,639,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,588,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,639,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,639,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,588,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,537,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,486,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,435,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
27,384,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,384,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,333,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,333,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,333,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,384,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,384,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,435,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,435,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,435,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,486,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,537,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
180,588,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,537,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
129,486,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,486,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,537,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
78,588,"Scene50_CON.png","Scene50_SEM.png",43.5,4000,0,1000,2000,3000
537,384,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
588,384,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
588,333,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
537,333,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
537,282,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
588,282,"Scene51_CON.png","Scene51_SEM.png",43.5,4000,0,1000,2000,3000
384,537,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
333,588,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
384,588,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
333,639,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
384,639,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
333,690,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
384,690,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
333,741,"Scene52_CON.png","Scene52_SEM.png",43.5,4000,0,1000,2000,3000
231,435,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
231,486,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
282,537,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
282,486,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
333,588,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
282,639,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
282,588,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
231,690,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
231,639,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
231,588,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
231,537,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
180,537,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
180,588,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
180,639,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
180,690,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
180,435,"Scene53_CON.png","Scene53_SEM.png",43.5,4000,0,1000,2000,3000
537,129,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
537,180,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
486,231,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
537,231,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
588,231,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
588,282,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
537,282,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
486,282,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
486,333,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
537,333,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
588,333,"Scene54_CON.png","Scene54_SEM.png",43.5,4000,0,1000,2000,3000
588,537,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
639,537,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
690,537,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
690,486,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
741,435,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
690,435,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
639,435,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
588,486,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
639,486,"Scene55_CON.png","Scene55_SEM.png",43.5,4000,0,1000,2000,3000
231,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
282,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
333,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
384,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
435,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
486,537,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
486,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
486,435,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
486,384,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
486,333,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
435,333,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
384,333,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
333,333,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
282,333,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
282,384,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
282,435,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
231,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
282,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
333,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
384,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
435,486,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
435,435,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
384,435,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
333,435,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
333,384,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
384,384,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
435,384,"Scene56_CON.png","Scene56_SEM.png",43.5,4000,0,1000,2000,3000
639,486,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
690,486,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
741,486,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
792,486,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
843,537,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
741,435,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
690,435,"Scene57_CON.png","Scene57_SEM.png",43.5,4000,0,1000,2000,3000
333,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
384,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
435,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
486,435,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
537,435,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
588,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
639,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
537,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
486,486,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
384,537,"Scene58_CON.png","Scene58_SEM.png",43.5,4000,0,1000,2000,3000
588,486,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
639,435,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
639,486,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
690,486,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
741,486,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
792,537,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
792,486,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
843,537,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
894,537,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
945,588,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
996,537,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
945,537,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
996,588,"Scene59_CON.png","Scene59_SEM.png",43.5,4000,0,1000,2000,3000
27,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
27,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
78,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
129,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
78,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
129,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
180,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
180,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
231,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
231,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
282,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
282,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
333,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
384,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
435,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
486,639,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
537,690,"Scene60_CON.png","Scene60_SEM.png",43.5,4000,0,1000,2000,3000
792,588,"Scene61_CON.png","Scene61_SEM.png",43.5,4000,0,1000,2000,3000
843,639,"Scene61_CON.png","Scene61_SEM.png",43.5,4000,0,1000,2000,3000
843,588,"Scene61_CON.png","Scene61_SEM.png",43.5,4000,0,1000,2000,3000
894,588,"Scene61_CON.png","Scene61_SEM.png",43.5,4000,0,1000,2000,3000
792,639,"Scene61_CON.png","Scene61_SEM.png",43.5,4000,0,1000,2000,3000
78,741,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
78,690,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
129,690,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
180,639,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
231,639,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
231,690,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
282,690,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
180,690,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
180,741,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
129,741,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
129,639,"Scene62_CON.png","Scene62_SEM.png",43.5,4000,0,1000,2000,3000
